iter	Passed	Remaining
252	19861	372666
253	19945	372674
254	20022	372581
255	20099	372475
256	20184	372501
257	20261	372396
258	20338	372294
259	20414	372176
260	20492	372082
261	20570	371991
262	20647	371891
263	20725	371795
264	20802	371692
265	20879	371587
266	20956	371489
267	21033	371384
268	21110	371274
269	21186	371161
270	21263	371044
271	21340	370948
272	21417	370840
273	21493	370730
274	21570	370628
275	21648	370535
276	21726	370453
277	21805	370376
278	21881	370256
279	21958	370155
280	22036	370077
281	22114	369979
282	22191	369882
283	22269	369793
284	22345	369677
285	22423	369591
286	22501	369502
287	22577	369395
288	22655	369305
289	22731	369195
290	22808	369091
291	22886	369006
292	22964	368923
293	23042	368837
294	23119	368736
295	23196	368643
296	23274	368550
297	23350	368442
298	23427	368333
299	23504	368229
300	23581	368141
301	23658	368034
302	23736	367947
303	23813	367859
304	23891	367770
305	23967	367662
306	24044	367559
307	24122	367470
308	24198	367365
309	24275	367257
310	24350	367141
311	24426	367030
312	24504	366940
313	24580	366829
314	24658	366743
315	24734	366640
316	24812	366548
317	24887	366432
318	24963	366314
319	25041	366226
320	25117	366117
321	25193	366014
322	25269	365904
323	25345	365794
324	25423	365700
325	25500	365614
326	25576	365506
327	25654	365417
328	25730	365314
329	25807	365214
330	25883	365109
331	25959	365002
332	26036	364898
333	26112	364792
334	26189	364702
335	26266	364600
336	26343	364509
337	26420	364409
338	26496	364309
339	26573	364209
340	26650	364115
341	26726	364013
342	26804	363929
343	26881	363834
344	26957	363737
345	27034	363642
346	27111	363540
347	27187	363432
348	27263	363325
349	27340	363240
350	27416	363134
351	27493	363035
352	27570	362952
353	27647	362857
354	27725	362774
355	27803	362692
356	27879	362593
357	27955	362490
358	28032	362388
359	28108	362293
360	28185	362189
361	28262	362099
362	28338	361999
363	28429	362091
364	28510	362043
365	28591	361998
366	28673	361969
367	28753	361921
368	28834	361872
369	28915	361835
370	28994	361768
371	29074	361710
372	29153	361648
373	29234	361604
374	29314	361550
375	29395	361496
376	29474	361432
377	29555	361384
378	29634	361326
379	29716	361287
380	29796	361229
381	29875	361160
382	29955	361109
383	30034	361044
384	30116	361007
385	30194	360926
386	30275	360877
387	30354	360814
388	30433	360746
389	30513	360679
390	30592	360612
391	30672	360563
392	30752	360503
393	30833	360450
394	30911	360378
395	30991	360317
396	31067	360216
397	31144	360113
398	31220	360009
399	31296	359908
400	31373	359822
401	31449	359712
402	31527	359629
403	31603	359530
404	31680	359432
405	31757	359342
406	31835	359262
407	31912	359170
408	31989	359080
409	32065	358979
410	32141	358879
411	32219	358794
412	32297	358715
413	32373	358613
414	32451	358525
415	32527	358429
416	32605	358352
417	32682	358253
418	32759	358169
419	32835	358067
420	32911	357960
421	32987	357861
422	33063	357760
423	33156	357840
424	33233	357747
425	33310	357659
426	33387	357570
427	33464	357475
428	33540	357377
429	33618	357289
430	33695	357202
431	33771	357102
432	33849	357019
433	33926	356928
434	34004	356854
435	34081	356763
436	34158	356674
437	34235	356583
438	34313	356496
439	34388	356394
440	34466	356312
441	34543	356216
442	34620	356134
443	34698	356051
444	34777	355984
445	34855	355900
446	34931	355802
447	35007	355703
448	35083	355601
449	35159	355503
450	35237	355420
451	35313	355319
452	35389	355226
453	35467	355139
454	35543	355043
455	35620	354959
456	35697	354864
457	35776	354796
458	35854	354717
459	35930	354622
460	36006	354518
461	36082	354417
462	36157	354316
463	36234	354226
464	36310	354127
465	36387	354033
466	36462	353929
467	36539	353842
468	36615	353743
469	36693	353658
470	36770	353573
471	36849	353502
472	36926	353414
473	37004	353337
474	37087	353303
475	37168	353256
476	37248	353201
477	37329	353150
478	37410	353091
479	37491	353040
480	37573	353001
481	37654	352947
482	37735	352898
483	37817	352855
484	37898	352807
485	37980	352761
486	38061	352714
487	38142	352663
488	38223	352611
489	38303	352549
490	38385	352508
491	38466	352450
492	38548	352407
493	38629	352361
494	38711	352316
495	38792	352262
496	38872	352200
497	38953	352144
498	39033	352085
499	39115	352036
500	39194	351968
501	39274	351904
502	39355	351848
503	39435	351791
504	39516	351733
505	39597	351681
506	39678	351629
507	39761	351594
508	39842	351539
509	39922	351476
510	40002	351409
511	40083	351360
512	40166	351322
513	40248	351271
514	40328	351209
515	40409	351153
516	40490	351098
517	40571	351045
518	40651	350981
519	40732	350925
520	40812	350862
521	40893	350806
522	40973	350741
523	41053	350678
524	41134	350620
525	41215	350565
526	41296	350511
527	41377	350457
528	41458	350399
529	41540	350350
530	41623	350314
531	41705	350264
532	41786	350204
533	41867	350150
534	41947	350086
535	42028	350024
536	42109	349969
537	42188	349899
538	42270	349848
539	42349	349779
540	42431	349723
541	42511	349664
542	42593	349609
543	42676	349572
544	42757	349515
545	42838	349455
546	42921	349410
547	43003	349361
548	43082	349293
549	43163	349227
550	43244	349176
551	43325	349113
552	43407	349065
553	43488	349006
554	43570	348952
555	43651	348895
556	43733	348843
557	43813	348781
558	43894	348719
559	43975	348659
560	44056	348600
561	44135	348530
562	44218	348482
563	44297	348413
564	44377	348343
565	44458	348285
566	44541	348238
567	44621	348174
568	44703	348117
569	44783	348052
570	44866	348010
571	44947	347948
572	45027	347879
573	45107	347811
574	45187	347746
575	45269	347692
576	45349	347627
577	45431	347573
578	45511	347506
579	45592	347444
580	45672	347377
581	45752	347309
582	45834	347255
583	45914	347192
584	45995	347125
585	46075	347058
586	46155	346994
587	46236	346929
588	46317	346870
589	46398	346805
590	46480	346752
591	46560	346685
592	46641	346623
593	46722	346561
594	46802	346496
595	46883	346437
596	46963	346368
597	47044	346301
598	47126	346250
599	47205	346177
600	47285	346105
601	47363	346023
602	47445	345964
603	47524	345892
604	47603	345815
605	47684	345751
606	47764	345682
607	47843	345607
608	47922	345526
609	48001	345453
610	48081	345387
611	48161	345311
612	48239	345232
613	48318	345156
614	48397	345079
615	48478	345014
616	48557	344938
617	48637	344866
618	48717	344802
619	48797	344729
620	48875	344646
621	48953	344565
622	49032	344488
623	49113	344422
624	49194	344360
625	49273	344284
626	49354	344224
627	49434	344153
628	49514	344084
629	49594	344015
630	49675	343952
631	49756	343888
632	49835	343808
633	49916	343745
634	49995	343668
635	50075	343599
636	50155	343528
637	50234	343455
638	50314	343385
639	50395	343322
640	50476	343258
641	50557	343193
642	50638	343127
643	50718	343060
644	50799	342994
645	50878	342916
646	50958	342850
647	51038	342774
648	51119	342711
649	51199	342639
650	51277	342561
651	51356	342483
652	51435	342402
653	51517	342349
654	51599	342289
655	51681	342235
656	51762	342170
657	51844	342108
658	51924	342040
659	52006	341984
660	52087	341915
661	52169	341860
662	52251	341801
663	52330	341727
664	52410	341654
665	52493	341600
666	52573	341532
667	52654	341469
668	52736	341408
669	52818	341346
670	52898	341278
671	52978	341207
672	53061	341152
673	53141	341084
674	53223	341022
675	53305	340964
676	53386	340899
677	53467	340838
678	53550	340783
679	53633	340727
680	53716	340675
681	53798	340618
682	53879	340551
683	53962	340498
684	54044	340439
685	54127	340384
686	54209	340329
687	54291	340270
688	54372	340203
689	54453	340138
690	54534	340073
691	54614	340001
692	54695	339934
693	54779	339882
694	54859	339813
695	54940	339748
696	55021	339683
697	55104	339627
698	55184	339556
699	55266	339494
700	55346	339421
701	55439	339426
702	55521	339365
703	55603	339306
704	55683	339237
705	55766	339178
706	55846	339105
707	55927	339038
708	56007	338970
709	56089	338905
710	56170	338841
711	56255	338797
712	56335	338726
713	56417	338661
714	56498	338593
715	56581	338540
716	56662	338471
717	56745	338421
718	56829	338368
719	56910	338303
720	56991	338233
721	57072	338168
722	57154	338103
723	57235	338039
724	57317	337975
725	57400	337917
726	57482	337859
727	57564	337795
728	57646	337732
729	57728	337673
730	57811	337616
731	57893	337551
732	57974	337485
733	58054	337410
734	58134	337338
735	58215	337270
736	58297	337209
737	58377	337135
738	58460	337075
739	58542	337013
740	58624	336949
741	58705	336883
742	58785	336809
743	58865	336734
744	58943	336651
745	59023	336576
746	59102	336496
747	59182	336423
748	59261	336341
749	59340	336261
750	59420	336188
751	59501	336119
752	59581	336046
753	59663	335982
754	59743	335910
755	59822	335830
756	59901	335748
757	59981	335672
758	60061	335602
759	60142	335532
760	60220	335446
761	60298	335361
762	60378	335285
763	60456	335203
764	60538	335137
765	60618	335064
766	60697	334985
767	60779	334917
768	60858	334842
769	60938	334766
770	61016	334681
771	61097	334611
772	61175	334528
773	61256	334458
774	61335	334376
775	61414	334299
776	61495	334226
777	61575	334155
778	61655	334081
779	61737	334015
780	61818	333947
781	61898	333874
782	61978	333796
783	62059	333728
784	62140	333657
785	62218	333575
786	62297	333494
787	62377	333419
788	62456	333338
789	62534	333253
790	62614	333178
791	62693	333097
792	62774	333030
793	62855	332960
794	62936	332889
795	63015	332810
796	63094	332732
797	63176	332665
798	63257	332599
799	63339	332530
800	63420	332462
801	63500	332387
802	63581	332316
803	63663	332252
804	63742	332175
805	63823	332104
806	63904	332033
807	64000	332041
808	64080	331969
809	64162	331904
810	64244	331835
811	64324	331764
812	64404	331688
813	64486	331622
814	64566	331548
815	64648	331482
816	64729	331414
817	64810	331343
818	64892	331275
819	64973	331206
820	65054	331135
821	65135	331067
822	65216	330994
823	65297	330927
824	65384	330883
825	65466	330817
826	65548	330754
827	65629	330685
828	65709	330610
829	65790	330536
830	65870	330464
831	65952	330398
832	66032	330322
833	66111	330240
834	66193	330174
835	66274	330104
836	66355	330033
837	66442	329990
838	66523	329920
839	66604	329849
840	66683	329767
841	66765	329703
842	66845	329630
843	66924	329549
844	67004	329470
845	67085	329401
846	67167	329335
847	67249	329267
848	67329	329191
849	67411	329126
850	67492	329058
851	67573	328982
852	67653	328907
853	67734	328836
854	67815	328766
855	67896	328697
856	67978	328626
857	68059	328556
858	68140	328488
859	68219	328407
860	68299	328328
861	68379	328251
862	68459	328178
863	68541	328108
864	68623	328044
865	68704	327971
866	68784	327898
867	68864	327819
868	68944	327746
869	69026	327679
870	69109	327613
871	69189	327538
872	69269	327463
873	69348	327382
874	69430	327313
875	69510	327236
876	69589	327159
877	69670	327088
878	69751	327016
879	69832	326942
880	69914	326875
881	69994	326799
882	70073	326719
883	70155	326651
884	70235	326573
885	70315	326498
886	70394	326417
887	70474	326342
888	70556	326274
889	70637	326202
890	70717	326127
891	70799	326058
892	70879	325983
893	70961	325912
894	71040	325833
895	71119	325754
896	71201	325686
897	71280	325606
898	71360	325527
899	71440	325453
900	71520	325374
901	71616	325371
902	71696	325292
903	71775	325212
904	71856	325139
905	71936	325063
906	72016	324987
907	72096	324910
908	72176	324832
909	72257	324761
910	72338	324688
911	72420	324620
912	72500	324543
913	72580	324467
914	72660	324391
915	72739	324311
916	72820	324236
917	72898	324152
918	72980	324085
919	73060	324007
920	73139	323925
921	73219	323850
922	73299	323771
923	73379	323695
924	73461	323627
925	73543	323560
926	73625	323489
927	73705	323415
928	73786	323341
929	73867	323269
930	73945	323184
931	74023	323099
932	74101	323013
933	74177	322918
934	74254	322827
935	74331	322739
936	74408	322647
937	74485	322558
938	74561	322466
939	74638	322376
940	74716	322290
941	74795	322209
942	74871	322114
943	74948	322024
944	75024	321932
945	75101	321842
946	75178	321752
947	75255	321662
948	75334	321582
949	75412	321494
950	75489	321407
951	75567	321319
952	75644	321229
953	75721	321140
954	75799	321055
955	75875	320962
956	75952	320872
957	76030	320790
958	76106	320696
959	76184	320607
960	76259	320513
961	76335	320420
962	76425	320382
963	76502	320296
964	76599	320288
965	76678	320207
966	76756	320121
967	76835	320041
968	76912	319953
969	76991	319872
970	77068	319783
971	77158	319748
972	77236	319663
973	77314	319578
974	77405	319547
975	77486	319472
976	77576	319439
977	77654	319352
978	77734	319273
979	77812	319189
980	77889	319102
981	77969	319024
982	78047	318936
983	78127	318861
984	78206	318780
985	78284	318695
986	78363	318613
987	78439	318523
988	78517	318435
989	78607	318398
990	78683	318308
991	78762	318224
992	78842	318147
993	78920	318062
994	78997	317974
995	79074	317884
996	79149	317789
997	79227	317705
998	79304	317616
999	79383	317533
1000	79460	317445
1001	79537	317357
1002	79626	317314
1003	79704	317228
1004	79783	317148
1005	79861	317062
1006	79940	316981
1007	80018	316897
1008	80096	316815
1009	80176	316738
1010	80254	316652
1011	80350	316636
1012	80430	316561
1013	80512	316492
1014	80603	316457
1015	80685	316388
1016	80764	316308
1017	80844	316230
1018	80923	316148
1019	81002	316068
1020	81081	315988
1021	81159	315903
1022	81238	315821
1023	81335	315809
1024	81418	315743
1025	81497	315665
1026	81576	315582
1027	81678	315592
1028	81755	315503
1029	81849	315479
1030	81941	315448
1031	82018	315357
1032	82096	315271
1033	82173	315182
1034	82251	315099
1035	82329	315015
1036	82408	314932
1037	82502	314909
1038	82579	314818
1039	82672	314792
1040	82749	314701
1041	82826	314612
1042	82916	314574
1043	82993	314485
1044	83071	314399
1045	83150	314317
1046	83229	314236
1047	83307	314150
1048	83385	314066
1049	83463	313982
1050	83543	313903
1051	83620	313815
1052	83715	313792
1053	83791	313700
1054	83869	313615
1055	83947	313529
1056	84024	313443
1057	84101	313352
1058	84176	313258
1059	84265	313214
1060	84343	313127
1061	84432	313084
1062	84510	313000
1063	84600	312958
1064	84704	312970
1065	84782	312882
1066	84858	312790
1067	84933	312695
1068	85022	312652
1069	85115	312619
1070	85204	312575
1071	85283	312495
1072	85361	312410
1073	85439	312323
1074	85516	312233
1075	85593	312144
1076	85690	312129
1077	85768	312044
1078	85844	311951
1079	85921	311864
1080	86014	311832
1081	86090	311741
1082	86167	311651
1083	86246	311568
1084	86323	311478
1085	86398	311386
1086	86477	311302
1087	86553	311212
1088	86629	311120
1089	86723	311090
1090	86798	310994
1091	86875	310904
1092	86967	310870
1093	87044	310782
1094	87120	310688
1095	87197	310600
1096	87287	310558
1097	87364	310468
1098	87457	310437
1099	87533	310347
1100	87611	310260
1101	87688	310171
1102	87779	310134
1103	87858	310051
1104	87934	309959
1105	88013	309877
1106	88089	309786
1107	88173	309722
1108	88249	309627
1109	88326	309539
1110	88403	309452
1111	88480	309362
1112	88556	309270
1113	88631	309177
1114	88708	309087
1115	88798	309043
1116	88888	309001
1117	88964	308908
1118	89040	308818
1119	89130	308774
1120	89205	308679
1121	89283	308594
1122	89363	308514
1123	89441	308429
1124	89520	308347
1125	89610	308304
1126	89700	308259
1127	89789	308214
1128	89882	308181
1129	89960	308094
1130	90046	308036
1131	90123	307949
1132	90217	307918
1133	90295	307833
1134	90373	307746
1135	90452	307664
1136	90528	307574
1137	90618	307527
1138	90695	307439
1139	90793	307424
1140	90870	307334
1141	90959	307288
1142	91053	307255
1143	91130	307168
1144	91207	307077
1145	91285	306992
1146	91362	306905
1147	91439	306817
1148	91518	306735
1149	91595	306646
1150	91674	306562
1151	91749	306469
1152	91846	306448
1153	91924	306363
1154	92001	306273
1155	92078	306185
1156	92154	306093
1157	92232	306006
1158	92310	305922
1159	92388	305836
1160	92464	305744
1161	92541	305657
1162	92618	305567
1163	92696	305484
1164	92774	305399
1165	92861	305343
1166	92938	305255
1167	93031	305221
1168	93108	305132
1169	93186	305044
1170	93275	304997
1171	93352	304910
1172	93431	304826
1173	93508	304737
1174	93586	304653
1175	93663	304566
1176	93741	304481
1177	93819	304396
1178	93922	304390
1179	93998	304299
1180	94075	304210
1181	94152	304125
1182	94230	304039
1183	94306	303946
1184	94383	303858
1185	94461	303775
1186	94547	303714
1187	94625	303631
1188	94701	303540
1189	94779	303453
1190	94856	303365
1191	94935	303284
1192	95034	303266
1193	95112	303182
1194	95189	303094
1195	95269	303014
1196	95348	302933
1197	95438	302885
1198	95515	302797
1199	95592	302708
1200	95668	302617
1201	95745	302529
1202	95822	302441
1203	95898	302352
1204	96002	302348
1205	96078	302257
1206	96168	302211
1207	96248	302131
1208	96326	302047
1209	96406	301967
1210	96501	301934
1211	96595	301900
1212	96682	301843
1213	96761	301763
1214	96841	301683
1215	96918	301595
1216	97011	301558
1217	97106	301523
1218	97183	301437
1219	97265	301362
1220	97357	301322
1221	97437	301244
1222	97528	301198
1223	97607	301117
1224	97686	301033
1225	97765	300952
1226	97843	300866
1227	97922	300783
1228	98001	300704
1229	98103	300691
1230	98180	300603
1231	98260	300522
1232	98337	300435
1233	98431	300399
1234	98513	300325
1235	98591	300242
1236	98669	300156
1237	98747	300070
1238	98826	299988
1239	98920	299952
1240	98987	299832
1241	99085	299810
1242	99180	299776
1243	99259	299693
1244	99351	299650
1245	99432	299573
1246	99524	299531
1247	99603	299450
1248	99683	299370
1249	99761	299285
1250	99840	299201
1251	99919	299118
1252	99999	299039
1253	100090	298992
1254	100169	298911
1255	100262	298871
1256	100350	298815
1257	100438	298761
1258	100521	298689
1259	100611	298641
1260	100703	298596
1261	100782	298512
1262	100874	298470
1263	100962	298413
1264	101054	298369
1265	101158	298363
1266	101239	298285
1267	101316	298197
1268	101396	298117
1269	101488	298072
1270	101575	298014
1271	101670	297977
1272	101749	297895
1273	101828	297812
1274	101907	297730
1275	102002	297694
1276	102080	297608
1277	102185	297600
1278	102264	297519
1279	102344	297439
1280	102441	297408
1281	102522	297331
1282	102601	297249
1283	102679	297163
1284	102758	297078
1285	102836	296995
1286	102927	296946
1287	103008	296868
1288	103085	296781
1289	103179	296740
1290	103258	296657
1291	103337	296575
1292	103415	296490
1293	103496	296413
1294	103573	296325
1295	103653	296243
1296	103748	296206
1297	103839	296158
1298	103920	296081
1299	104000	296001
1300	104079	295918
1301	104170	295869
1302	104251	295791
1303	104345	295752
1304	104423	295666
1305	104499	295576
1306	104577	295490
1307	104664	295429
1308	104754	295376
1309	104845	295327
1310	104938	295284
1311	105014	295193
1312	105103	295138
1313	105205	295119
1314	105292	295059
1315	105382	295007
1316	105460	294919
1317	105537	294831
1318	105615	294745
1319	105696	294670
1320	105775	294586
1321	105855	294505
1322	105949	294465
1323	106028	294380
1324	106109	294304
1325	106224	294320
1326	106317	294276
1327	106409	294228
1328	106502	294183
1329	106580	294098
1330	106671	294046
1331	106750	293963
1332	106841	293914
1333	106932	293863
1334	107010	293779
1335	107089	293694
1336	107184	293655
1337	107292	293650
1338	107372	293570
1339	107455	293497
1340	107547	293448
1341	107626	293366
1342	107705	293282
1343	107784	293200
1344	107864	293118
1345	107945	293040
1346	108023	292955
1347	108103	292872
1348	108180	292785
1349	108277	292749
1350	108365	292692
1351	108459	292648
1352	108540	292570
1353	108629	292512
1354	108709	292431
1355	108804	292391
1356	108881	292302
1357	108973	292255
1358	109052	292169
1359	109130	292084
1360	109208	291998
1361	109305	291962
1362	109398	291916
1363	109484	291850
1364	109562	291764
1365	109653	291713
1366	109734	291635
1367	109813	291550
1368	109901	291492
1369	109982	291413
1370	110063	291334
1371	110159	291295
1372	110249	291242
1373	110347	291208
1374	110440	291160
1375	110518	291076
1376	110611	291028
1377	110692	290949
1378	110772	290867
1379	110863	290817
1380	110942	290731
1381	111034	290681
1382	111114	290600
1383	111194	290518
1384	111272	290434
1385	111363	290380
1386	111479	290393
1387	111574	290352
1388	111662	290290
1389	111743	290212
1390	111834	290159
1391	111917	290083
1392	112009	290034
1393	112091	289959
1394	112183	289908
1395	112263	289825
1396	112341	289740
1397	112453	289740
1398	112542	289682
1399	112637	289640
1400	112729	289587
1401	112809	289505
1402	112904	289463
1403	112995	289408
1404	113075	289327
1405	113154	289243
1406	113245	289191
1407	113337	289138
1408	113441	289118
1409	113521	289037
1410	113602	288958
1411	113693	288903
1412	113772	288819
1413	113853	288740
1414	113942	288680
1415	114020	288595
1416	114111	288541
1417	114203	288488
1418	114281	288401
1419	114374	288352
1420	114475	288324
1421	114571	288283
1422	114650	288196
1423	114728	288109
1424	114806	288023
1425	114887	287942
1426	114977	287886
1427	115068	287832
1428	115159	287777
1429	115250	287724
1430	115346	287682
1431	115427	287601
1432	115530	287575
1433	115625	287531
1434	115706	287451
1435	115797	287396
1436	115892	287352
1437	115971	287267
1438	116051	287184
1439	116142	287129
1440	116237	287085
1441	116330	287034
1442	116427	286994
1443	116518	286939
1444	116610	286887
1445	116691	286805
1446	116771	286724
1447	116853	286644
1448	116932	286562
1449	117010	286474
1450	117105	286427
1451	117194	286367
1452	117273	286284
1453	117362	286223
1454	117443	286142
1455	117538	286096
1456	117616	286009
1457	117697	285929
1458	117777	285846
1459	117865	285783
1460	117946	285703
1461	118025	285619
1462	118104	285534
1463	118183	285447
1464	118259	285356
1465	118336	285267
1466	118414	285180
1467	118490	285088
1468	118605	285090
1469	118682	285000
1470	118769	284932
1471	118857	284870
1472	118935	284782
1473	119011	284689
1474	119103	284636
1475	119193	284577
1476	119272	284492
1477	119365	284441
1478	119442	284351
1479	119520	284264
1480	119612	284210
1481	119687	284116
1482	119762	284023
1483	119852	283962
1484	119942	283903
1485	120027	283833
1486	120107	283751
1487	120184	283660
1488	120260	283569
1489	120350	283511
1490	120430	283426
1491	120508	283340
1492	120622	283337
1493	120710	283274
1494	120788	283186
1495	120874	283117
1496	120963	283056
1497	121042	282971
1498	121131	282909
1499	121207	282818
1500	121284	282727
1501	121363	282641
1502	121456	282589
1503	121532	282499
1504	121610	282411
1505	121711	282377
1506	121804	282325
1507	121893	282262
1508	121971	282174
1509	122047	282082
1510	122124	281994
1511	122202	281905
1512	122279	281816
1513	122368	281753
1514	122445	281664
1515	122538	281611
1516	122618	281529
1517	122706	281464
1518	122782	281372
1519	122868	281303
1520	122946	281217
1521	123023	281126
1522	123098	281032
1523	123176	280945
1524	123256	280862
1525	123335	280777
1526	123424	280715
1527	123513	280654
1528	123591	280566
1529	123667	280474
1530	123768	280440
1531	123843	280346
1532	123919	280253
1533	124007	280189
1534	124085	280102
1535	124174	280038
1536	124251	279949
1537	124330	279864
1538	124408	279777
1539	124484	279686
1540	124561	279595
1541	124638	279506
1542	124727	279445
1543	124804	279354
1544	124897	279300
1545	124985	279237
1546	125072	279170
1547	125165	279115
1548	125242	279026
1549	125321	278941
1550	125399	278855
1551	125478	278768
1552	125554	278678
1553	125633	278592
1554	125709	278501
1555	125820	278486
1556	125909	278424
1557	125987	278336
1558	126074	278268
1559	126152	278182
1560	126244	278126
1561	126330	278056
1562	126419	277992
1563	126496	277904
1564	126571	277810
1565	126649	277723
1566	126725	277630
1567	126804	277545
1568	126904	277506
1569	126993	277443
1570	127068	277351
1571	127161	277296
1572	127242	277214
1573	127330	277149
1574	127422	277093
1575	127499	277004
1576	127575	276912
1577	127661	276842
1578	127746	276770
1579	127834	276706
1580	127921	276638
1581	128011	276577
1582	128087	276485
1583	128163	276393
1584	128239	276301
1585	128319	276217
1586	128410	276158
1587	128502	276102
1588	128580	276016
1589	128656	275924
1590	128747	275863
1591	128824	275774
1592	128930	275747
1593	129021	275687
1594	129115	275634
1595	129194	275549
1596	129273	275465
1597	129352	275380
1598	129431	275295
1599	129526	275243
1600	129613	275175
1601	129707	275121
1602	129786	275036
1603	129865	274951
1604	129957	274895
1605	130034	274805
1606	130113	274720
1607	130194	274638
1608	130275	274558
1609	130377	274521
1610	130472	274470
1611	130551	274385
1612	130631	274301
1613	130726	274250
1614	130805	274165
1615	130887	274086
1616	130989	274048
1617	131068	273964
1618	131147	273878
1619	131236	273815
1620	131319	273737
1621	131415	273687
1622	131492	273599
1623	131588	273549
1624	131680	273489
1625	131775	273439
1626	131856	273356
1627	131949	273301
1628	132050	273260
1629	132131	273179
1630	132212	273098
1631	132292	273016
1632	132372	272932
1633	132451	272845
1634	132538	272778
1635	132619	272696
1636	132697	272609
1637	132788	272548
1638	132882	272493
1639	132958	272403
1640	133038	272318
1641	133117	272233
1642	133206	272169
1643	133285	272083
1644	133377	272025
1645	133455	271937
1646	133531	271846
1647	133608	271758
1648	133687	271672
1649	133776	271606
1650	133869	271550
1651	133947	271461
1652	134036	271398
1653	134144	271370
1654	134233	271305
1655	134310	271215
1656	134398	271149
1657	134473	271056
1658	134549	270965
1659	134626	270874
1660	134712	270803
1661	134798	270731
1662	134874	270641
1663	134963	270576
1664	135041	270489
