iter	Passed	Remaining
1665	135134	270430
1666	135220	270359
1667	135308	270292
1668	135386	270204
1669	135464	270116
1670	135556	270058
1671	135641	269985
1672	135719	269898
1673	135797	269810
1674	135883	269739
1675	135962	269653
1676	136040	269565
1677	136126	269495
1678	136220	269439
1679	136298	269351
1680	136390	269291
1681	136482	269232
1682	136563	269150
1683	136643	269067
1684	136722	268983
1685	136814	268922
1686	136896	268843
1687	136984	268776
1688	137072	268706
1689	137157	268633
1690	137240	268557
1691	137319	268470
1692	137398	268385
1693	137493	268330
1694	137579	268259
1695	137655	268168
1696	137745	268105
1697	137834	268038
1698	137912	267950
1699	137989	267862
1700	138068	267776
1701	138143	267683
1702	138253	267658
1703	138328	267565
1704	138421	267505
1705	138506	267432
1706	138583	267343
1707	138661	267255
1708	138738	267167
1709	138836	267119
1710	138926	267054
1711	139004	266966
1712	139083	266881
1713	139172	266814
1714	139271	266768
1715	139358	266697
1716	139436	266609
1717	139524	266542
1718	139602	266455
1719	139681	266369
1720	139770	266302
1721	139864	266245
1722	139958	266188
1723	140050	266128
1724	140139	266061
1725	140218	265975
1726	140328	265950
1727	140415	265879
1728	140492	265790
1729	140585	265730
1730	140683	265681
1731	140768	265608
1732	140845	265518
1733	140922	265428
1734	141011	265360
1735	141105	265305
1736	141191	265232
1737	141296	265194
1738	141372	265104
1739	141448	265011
1740	141537	264945
1741	141615	264858
1742	141695	264774
1743	141775	264691
1744	141888	264668
1745	141969	264587
1746	142059	264521
1747	142137	264433
1748	142225	264364
1749	142332	264332
1750	142411	264246
1751	142507	264191
1752	142602	264136
1753	142690	264067
1754	142781	264003
1755	142860	263917
1756	142956	263863
1757	143048	263800
1758	143140	263740
1759	143221	263657
1760	143302	263575
1761	143407	263537
1762	143486	263452
1763	143565	263366
1764	143661	263311
1765	143744	263233
1766	143825	263150
1767	143905	263066
1768	144000	263010
1769	144090	262944
1770	144182	262881
1771	144277	262825
1772	144356	262740
1773	144460	262700
1774	144541	262618
1775	144621	262534
1776	144713	262471
1777	144807	262412
1778	144902	262355
1779	144983	262272
1780	145080	262219
1781	145168	262150
1782	145248	262065
1783	145338	262000
1784	145445	261964
1785	145536	261900
1786	145618	261819
1787	145697	261733
1788	145776	261647
1789	145871	261590
1790	145951	261507
1791	146047	261450
1792	146130	261371
1793	146222	261308
1794	146312	261243
1795	146391	261156
1796	146500	261124
1797	146579	261038
1798	146660	260956
1799	146751	260891
1800	146829	260804
1801	146907	260715
1802	146998	260651
1803	147085	260579
1804	147161	260487
1805	147252	260423
1806	147344	260359
1807	147433	260291
1808	147540	260254
1809	147617	260165
1810	147695	260077
1811	147784	260008
1812	147876	259946
1813	147962	259873
1814	148052	259805
1815	148131	259718
1816	148208	259630
1817	148303	259572
1818	148380	259482
1819	148458	259393
1820	148564	259355
1821	148648	259278
1822	148744	259221
1823	148825	259138
1824	148907	259057
1825	148987	258974
1826	149080	258911
1827	149162	258830
1828	149243	258748
1829	149338	258689
1830	149417	258603
1831	149497	258519
1832	149578	258436
1833	149659	258353
1834	149752	258292
1835	149841	258223
1836	149923	258142
1837	150002	258055
1838	150080	257969
1839	150177	257914
1840	150274	257857
1841	150353	257773
1842	150434	257689
1843	150525	257623
1844	150608	257544
1845	150700	257480
1846	150790	257413
1847	150871	257330
1848	150953	257249
1849	151042	257180
1850	151134	257116
1851	151231	257061
1852	151311	256975
1853	151407	256919
1854	151501	256858
1855	151597	256801
1856	151694	256744
1857	151775	256661
1858	151856	256579
1859	151937	256496
1860	152017	256412
1861	152099	256330
1862	152180	256248
1863	152273	256184
1864	152370	256129
1865	152467	256073
1866	152548	255991
1867	152642	255929
1868	152738	255871
1869	152817	255785
1870	152898	255701
1871	152992	255641
1872	153071	255554
1873	153169	255500
1874	153249	255416
1875	153347	255361
1876	153428	255278
1877	153508	255193
1878	153588	255109
1879	153675	255036
1880	153764	254966
1881	153877	254936
1882	153957	254852
1883	154051	254789
1884	154132	254706
1885	154215	254626
1886	154294	254541
1887	154374	254456
1888	154455	254373
1889	154537	254291
1890	154631	254230
1891	154714	254150
1892	154808	254089
1893	154890	254007
1894	154969	253921
1895	155066	253863
1896	155146	253779
1897	155228	253698
1898	155310	253617
1899	155390	253532
1900	155484	253470
1901	155565	253386
1902	155662	253330
1903	155751	253259
1904	155843	253194
1905	155925	253113
1906	156006	253030
1907	156087	252946
1908	156183	252888
1909	156263	252803
1910	156353	252734
1911	156431	252647
1912	156514	252566
1913	156603	252495
1914	156694	252429
1915	156789	252369
1916	156872	252288
1917	156951	252203
1918	157031	252117
1919	157125	252054
1920	157216	251988
1921	157298	251906
1922	157379	251823
1923	157461	251741
1924	157539	251654
1925	157618	251567
1926	157712	251505
1927	157795	251424
1928	157875	251340
1929	157956	251257
1930	158037	251173
1931	158123	251099
1932	158217	251035
1933	158297	250952
1934	158389	250885
1935	158468	250799
1936	158546	250711
1937	158635	250640
1938	158723	250568
1939	158812	250497
1940	158894	250416
1941	158975	250333
1942	159057	250251
1943	159147	250182
1944	159225	250094
1945	159313	250023
1946	159395	249940
1947	159488	249876
1948	159583	249815
1949	159677	249751
1950	159755	249664
1951	159837	249582
1952	159928	249515
1953	160018	249445
1954	160114	249385
1955	160210	249325
1956	160290	249241
1957	160375	249162
1958	160456	249080
1959	160538	248998
1960	160617	248911
1961	160697	248827
1962	160779	248744
1963	160875	248685
1964	160955	248601
1965	161037	248518
1966	161133	248459
1967	161223	248389
1968	161304	248306
1969	161395	248237
1970	161476	248154
1971	161555	248067
1972	161647	248000
1973	161742	247939
1974	161834	247872
1975	161931	247813
1976	162012	247730
1977	162104	247664
1978	162193	247593
1979	162273	247507
1980	162361	247435
1981	162454	247369
1982	162546	247303
1983	162627	247220
1984	162706	247134
1985	162787	247050
1986	162884	246990
1987	162980	246930
1988	163058	246842
1989	163155	246783
1990	163236	246699
1991	163317	246616
1992	163407	246545
1993	163489	246463
1994	163580	246395
1995	163669	246323
1996	163749	246239
1997	163829	246153
1998	163910	246070
1999	164005	246008
2000	164093	245935
2001	164175	245853
2002	164271	245791
2003	164353	245709
2004	164458	245662
2005	164538	245577
2006	164618	245491
2007	164709	245423
2008	164800	245355
2009	164879	245269
2010	164975	245207
2011	165068	245141
2012	165165	245081
2013	165254	245009
2014	165335	244926
2015	165427	244858
2016	165497	244758
2017	165577	244674
2018	165669	244606
2019	165748	244520
2020	165829	244436
2021	165934	244388
2022	166032	244329
2023	166108	244238
2024	166189	244155
2025	166275	244077
2026	166368	244013
2027	166460	243945
2028	166539	243858
2029	166630	243789
2030	166722	243722
2031	166805	243640
2032	166884	243554
2033	166963	243468
2034	167055	243400
2035	167151	243338
2036	167230	243252
2037	167310	243166
2038	167405	243104
2039	167501	243041
2040	167593	242973
2041	167698	242925
2042	167789	242855
2043	167885	242793
2044	167964	242706
2045	168044	242621
2046	168137	242554
2047	168215	242466
2048	168297	242385
2049	168391	242319
2050	168472	242235
2051	168566	242170
2052	168645	242084
2053	168726	241999
2054	168815	241927
2055	168910	241864
2056	168998	241790
2057	169094	241728
2058	169174	241642
2059	169255	241558
2060	169333	241471
2061	169426	241404
2062	169515	241331
2063	169611	241269
2064	169703	241200
2065	169784	241117
2066	169873	241044
2067	169966	240977
2068	170055	240905
2069	170144	240832
2070	170233	240759
2071	170326	240692
2072	170407	240608
2073	170487	240524
2074	170581	240458
2075	170661	240373
2076	170759	240312
2077	170839	240228
2078	170935	240164
2079	171015	240080
2080	171093	239991
2081	171173	239905
2082	171254	239821
2083	171334	239736
2084	171428	239671
2085	171508	239585
2086	171588	239500
2087	171684	239437
2088	171762	239349
2089	171853	239279
2090	171944	239208
2091	172021	239120
2092	172110	239046
2093	172189	238960
2094	172269	238875
2095	172355	238798
2096	172435	238712
2097	172527	238643
2098	172619	238574
2099	172714	238511
2100	172806	238441
2101	172894	238366
2102	172988	238301
2103	173067	238214
2104	173161	238148
2105	173240	238061
2106	173320	237975
2107	173401	237891
2108	173482	237808
2109	173560	237719
2110	173655	237656
2111	173734	237568
2112	173814	237483
2113	173894	237398
2114	173972	237309
2115	174049	237220
2116	174139	237148
2117	174217	237060
2118	174294	236971
2119	174372	236883
2120	174457	236805
2121	174554	236743
2122	174638	236662
2123	174721	236581
2124	174816	236516
2125	174896	236431
2126	174979	236349
2127	175060	236265
2128	175141	236181
2129	175233	236112
2130	175314	236028
2131	175403	235954
2132	175482	235869
2133	175563	235784
2134	175642	235697
2135	175732	235626
2136	175813	235542
2137	175905	235472
2138	176002	235410
2139	176081	235324
2140	176175	235256
2141	176256	235172
2142	176349	235105
2143	176443	235038
2144	176521	234950
2145	176603	234867
2146	176684	234783
2147	176768	234703
2148	176848	234618
2149	176930	234536
2150	177027	234472
2151	177119	234402
2152	177206	234327
2153	177288	234244
2154	177369	234160
2155	177452	234078
2156	177529	233990
2157	177609	233904
2158	177702	233835
2159	177795	233768
2160	177876	233684
2161	177961	233605
2162	178049	233530
2163	178129	233444
2164	178210	233360
2165	178304	233293
2166	178386	233211
2167	178479	233142
2168	178560	233058
2169	178640	232973
2170	178723	232891
2171	178815	232821
2172	178900	232742
2173	178993	232675
2174	179080	232599
2175	179160	232513
2176	179241	232429
2177	179334	232360
2178	179413	232274
2179	179492	232187
2180	179579	232111
2181	179671	232041
2182	179767	231976
2183	179861	231908
2184	179952	231838
2185	180045	231768
2186	180136	231698
2187	180229	231628
2188	180308	231543
2189	180400	231472
2190	180481	231389
2191	180561	231303
2192	180653	231233
2193	180738	231154
2194	180830	231084
2195	180919	231009
2196	181012	230941
2197	181091	230855
2198	181180	230780
2199	181262	230697
2200	181340	230609
2201	181423	230528
2202	181501	230439
2203	181592	230369
2204	181684	230297
2205	181780	230233
2206	181877	230169
2207	181964	230093
2208	182053	230018
2209	182142	229944
2210	182222	229859
2211	182303	229775
2212	182399	229709
2213	182486	229633
2214	182566	229547
2215	182646	229462
2216	182743	229397
2217	182837	229329
2218	182931	229262
2219	183015	229181
2220	183096	229097
2221	183181	229017
2222	183270	228944
2223	183342	228848
2224	183433	228776
2225	183514	228691
2226	183593	228606
2227	183672	228518
2228	183752	228433
2229	183834	228350
2230	183914	228265
2231	184005	228193
2232	184098	228123
2233	184186	228048
2234	184282	227982
2235	184377	227916
2236	184446	227816
2237	184527	227731
2238	184619	227662
2239	184707	227586
2240	184788	227502
2241	184868	227416
2242	184946	227328
2243	185026	227242
2244	185107	227158
2245	185186	227072
2246	185265	226985
2247	185345	226900
2248	185424	226813
2249	185519	226746
2250	185599	226660
2251	185679	226574
2252	185769	226501
2253	185859	226429
2254	185933	226336
2255	186012	226249
2256	186108	226183
2257	186189	226098
2258	186282	226029
2259	186360	225941
2260	186451	225869
2261	186531	225783
2262	186612	225699
2263	186708	225633
2264	186800	225562
2265	186889	225488
2266	186974	225408
2267	187064	225335
2268	187160	225269
2269	187241	225184
2270	187336	225117
2271	187420	225036
2272	187501	224952
2273	187569	224852
2274	187640	224755
2275	187734	224687
2276	187812	224600
2277	187890	224512
2278	187983	224441
2279	188064	224357
2280	188144	224272
2281	188224	224186
2282	188305	224102
2283	188396	224029
2284	188486	223956
2285	188562	223866
2286	188649	223789
2287	188737	223713
2288	188817	223627
2289	188908	223555
2290	188987	223469
2291	189078	223396
2292	189174	223330
2293	189270	223262
2294	189361	223190
2295	189443	223107
2296	189537	223039
2297	189617	222953
2298	189706	222877
2299	189786	222792
2300	189863	222704
2301	189942	222617
2302	190037	222548
2303	190121	222468
2304	190204	222386
2305	190295	222313
2306	190375	222228
2307	190461	222150
2308	190552	222077
2309	190636	221996
2310	190734	221931
2311	190811	221843
2312	190895	221761
2313	190986	221689
2314	191065	221602
2315	191145	221516
2316	191233	221441
2317	191324	221368
2318	191414	221294
2319	191494	221208
2320	191573	221122
2321	191656	221041
2322	191734	220953
2323	191815	220868
2324	191899	220787
2325	191996	220722
2326	192091	220653
2327	192182	220580
2328	192259	220491
2329	192345	220413
2330	192428	220331
2331	192519	220257
2332	192602	220176
2333	192682	220090
2334	192770	220013
2335	192859	219939
2336	192938	219852
2337	193017	219765
2338	193097	219680
2339	193178	219595
2340	193272	219526
2341	193352	219441
2342	193444	219368
2343	193525	219284
2344	193623	219220
2345	193703	219134
2346	193792	219058
2347	193884	218986
2348	193983	218923
2349	194077	218853
2350	194158	218768
2351	194254	218701
2352	194336	218618
2353	194430	218548
2354	194526	218480
2355	194611	218400
2356	194691	218315
2357	194784	218244
2358	194868	218162
2359	194956	218087
2360	195038	218004
2361	195135	217937
2362	195215	217851
2363	195295	217765
2364	195377	217682
2365	195456	217595
2366	195534	217508
2367	195619	217428
2368	195699	217342
2369	195790	217269
2370	195872	217186
2371	195951	217099
2372	196035	217018
2373	196140	216961
2374	196222	216877
2375	196304	216794
2376	196385	216710
2377	196454	216612
2378	196534	216526
2379	196630	216458
2380	196709	216372
2381	196805	216304
2382	196898	216233
2383	196976	216145
2384	197069	216074
2385	197149	215988
2386	197228	215901
2387	197311	215819
2388	197400	215743
2389	197491	215671
2390	197575	215589
2391	197663	215512
2392	197757	215442
2393	197836	215355
2394	197922	215276
2395	198003	215192
2396	198082	215106
2397	198174	215033
2398	198251	214944
2399	198331	214858
2400	198421	214784
2401	198510	214708
2402	198590	214623
2403	198684	214552
2404	198764	214466
2405	198843	214381
2406	198923	214295
2407	199007	214214
2408	199085	214126
2409	199162	214038
2410	199244	213954
2411	199324	213868
2412	199413	213792
2413	199491	213705
2414	199581	213630
2415	199676	213561
2416	199758	213478
2417	199850	213405
2418	199929	213318
2419	200004	213227
2420	200081	213139
2421	200159	213051
2422	200238	212964
2423	200333	212895
2424	200426	212823
2425	200510	212743
2426	200589	212656
2427	200681	212584
2428	200761	212498
2429	200851	212422
2430	200940	212346
2431	201028	212270
2432	201105	212181
2433	201184	212094
2434	201276	212022
2435	201368	211949
2436	201460	211876
2437	201541	211792
2438	201636	211722
2439	201725	211646
2440	201817	211573
2441	201899	211490
2442	201994	211420
2443	202086	211347
2444	202172	211268
2445	202251	211181
2446	202339	211104
2447	202418	211018
2448	202498	210932
2449	202578	210847
2450	202673	210776
2451	202752	210690
2452	202833	210605
2453	202924	210531
2454	203003	210445
2455	203081	210358
2456	203174	210285
2457	203262	210208
2458	203329	210110
2459	203408	210023
2460	203495	209945
2461	203573	209857
2462	203652	209771
2463	203746	209699
2464	203841	209629
2465	203911	209534
2466	204010	209468
2467	204101	209393
2468	204171	209298
2469	204259	209221
2470	204350	209147
2471	204434	209065
2472	204530	208996
2473	204607	208908
2474	204686	208821
2475	204766	208736
2476	204858	208663
2477	204952	208592
2478	205031	208504
2479	205113	208421
2480	205194	208336
2481	205274	208252
2482	205359	208171
2483	205444	208091
2484	205525	208006
2485	205616	207932
2486	205694	207844
2487	205785	207770
2488	205863	207683
2489	205957	207612
2490	206038	207527
2491	206131	207454
2492	206217	207375
2493	206306	207298
2494	206397	207224
2495	206476	207138
2496	206569	207066
2497	206647	206978
2498	206728	206894
2499	206807	206807
2500	206886	206720
2501	206964	206633
2502	207044	206548
2503	207123	206461
2504	207202	206375
2505	207294	206301
2506	207376	206218
2507	207470	206147
2508	207549	206060
2509	207637	205983
2510	207718	205898
2511	207798	205813
2512	207892	205741
2513	207974	205657
2514	208053	205571
2515	208134	205487
2516	208216	205403
2517	208312	205334
2518	208389	205245
2519	208469	205160
2520	208549	205074
2521	208636	204996
2522	208732	204926
2523	208820	204849
2524	208901	204764
2525	208983	204681
2526	209063	204595
2527	209132	204500
2528	209224	204426
2529	209292	204329
2530	209382	204253
2531	209458	204164
2532	209553	204093
2533	209650	204024
2534	209727	203936
2535	209808	203851
2536	209889	203767
2537	209974	203686
2538	210053	203600
2539	210149	203530
2540	210231	203446
2541	210323	203373
2542	210412	203296
2543	210491	203210
2544	210583	203136
2545	210679	203066
2546	210761	202982
2547	210856	202912
2548	210934	202824
2549	211020	202745
2550	211102	202661
2551	211191	202585
2552	211283	202510
2553	211377	202438
2554	211456	202352
2555	211548	202279
2556	211639	202204
2557	211718	202117
2558	211790	202024
2559	211871	201940
2560	211952	201855
2561	212045	201783
2562	212138	201709
2563	212219	201625
2564	212311	201550
2565	212389	201464
2566	212469	201378
2567	212551	201294
2568	212619	201198
2569	212716	201128
2570	212794	201041
2571	212885	200966
2572	212964	200880
2573	213042	200793
2574	213127	200712
2575	213208	200627
2576	213290	200543
2577	213361	200451
2578	213443	200367
2579	213522	200281
2580	213615	200208
2581	213709	200135
2582	213802	200062
2583	213880	199974
2584	213960	199889
2585	214038	199802
2586	214132	199730
2587	214212	199644
2588	214291	199558
2589	214372	199474
2590	214453	199389
2591	214531	199302
2592	214612	199217
2593	214697	199137
2594	214789	199062
2595	214882	198989
2596	214964	198905
2597	215058	198834
2598	215153	198762
2599	215250	198692
2600	215330	198607
2601	215421	198532
2602	215502	198447
2603	215586	198366
2604	215682	198295
2605	215774	198221
2606	215856	198137
2607	215940	198055
2608	216019	197969
2609	216094	197880
2610	216187	197806
2611	216266	197720
2612	216346	197635
2613	216426	197549
2614	216506	197464
2615	216588	197379
2616	216658	197285
2617	216746	197207
2618	216842	197137
2619	216928	197056
2620	217021	196983
2621	217098	196895
2622	217195	196825
2623	217263	196729
2624	217344	196644
2625	217423	196558
2626	217503	196473
2627	217597	196400
2628	217693	196330
2629	217772	196243
2630	217840	196147
2631	217908	196051
2632	218001	195977
2633	218086	195896
2634	218179	195822
2635	218276	195753
2636	218362	195672
2637	218441	195587
2638	218520	195501
2639	218601	195416
2640	218680	195330
2641	218760	195244
2642	218860	195177
2643	218953	195104
2644	219034	195019
2645	219113	194933
2646	219184	194839
2647	219281	194769
2648	219359	194682
2649	219439	194596
2650	219524	194516
2651	219608	194434
2652	219687	194348
2653	219783	194277
2654	219867	194195
2655	219961	194122
2656	220050	194045
2657	220132	193961
2658	220213	193877
2659	220294	193792
2660	220381	193713
2661	220477	193642
2662	220556	193556
2663	220638	193473
2664	220711	193381
2665	220802	193306
2666	220878	193216
2667	220960	193133
2668	221053	193059
2669	221146	192985
2670	221225	192899
2671	221316	192823
2672	221395	192737
2673	221466	192644
2674	221562	192573
2675	221634	192480
2676	221726	192406
2677	221806	192320
2678	221875	192225
2679	221967	192150
2680	222056	192073
2681	222147	191997
2682	222226	191911
2683	222305	191825
2684	222398	191751
2685	222492	191678
2686	222564	191586
2687	222657	191511
2688	222736	191425
2689	222825	191347
2690	222921	191276
2691	223017	191204
2692	223096	191118
2693	223190	191045
2694	223260	190952
2695	223341	190867
2696	223434	190793
2697	223513	190707
2698	223595	190623
2699	223664	190529
2700	223756	190454
2701	223836	190368
2702	223915	190283
2703	223997	190198
2704	224082	190117
2705	224160	190030
2706	224242	189947
2707	224326	189865
2708	224420	189792
2709	224499	189706
2710	224578	189620
2711	224658	189535
2712	224740	189451
2713	224829	189373
2714	224908	189287
2715	224986	189200
2716	225067	189116
2717	225135	189021
2718	225214	188934
2719	225301	188855
2720	225383	188771
2721	225475	188697
2722	225554	188611
2723	225647	188536
2724	225736	188458
2725	225817	188374
2726	225913	188302
2727	226007	188229
2728	226077	188135
2729	226158	188050
2730	226247	187973
2731	226329	187889
2732	226416	187810
2733	226495	187724
2734	226580	187643
2735	226673	187569
2736	226753	187483
2737	226843	187406
2738	226936	187332
2739	227029	187257
2740	227108	187171
2741	227188	187087
2742	227268	187001
2743	227360	186925
2744	227439	186840
2745	227531	186765
2746	227612	186680
2747	227691	186594
2748	227783	186519
2749	227869	186439
2750	227951	186355
2751	228048	186283
2752	228133	186202
2753	228213	186117
2754	228306	186042
2755	228388	185958
2756	228477	185881
2757	228575	185811
2758	228653	185723
2759	228731	185636
2760	228824	185562
2761	228912	185483
2762	229006	185409
2763	229097	185333
2764	229174	185245
2765	229253	185160
2766	229331	185072
2767	229421	184996
2768	229499	184909
2769	229577	184821
2770	229667	184745
2771	229746	184659
2772	229828	184575
2773	229905	184487
2774	229983	184401
2775	230063	184315
2776	230149	184235
2777	230226	184148
2778	230303	184060
2779	230387	183978
2780	230477	183901
2781	230561	183819
2782	230646	183738
2783	230741	183664
2784	230819	183578
2785	230899	183492
2786	230986	183413
2787	231066	183328
2788	231156	183250
2789	231246	183173
2790	231323	183086
2791	231415	183010
2792	231493	182924
2793	231584	182847
2794	231673	182769
2795	231767	182695
2796	231848	182610
2797	231929	182526
2798	232021	182450
2799	232118	182378
2800	232197	182292
2801	232282	182211
2802	232375	182136
2803	232471	182064
2804	232552	181979
2805	232631	181893
2806	232721	181815
2807	232808	181736
2808	232890	181652
2809	232968	181566
2810	233047	181480
2811	233136	181401
2812	233228	181326
2813	233320	181250
2814	233388	181156
2815	233465	181068
2816	233546	180983
2817	233623	180896
2818	233703	180811
2819	233799	180738
2820	233891	180662
2821	233970	180576
2822	234066	180503
2823	234160	180429
2824	234251	180353
2825	234345	180278
2826	234423	180192
2827	234499	180103
2828	234582	180020
2829	234677	179946
2830	234772	179873
2831	234852	179787
2832	234932	179703
2833	235013	179618
2834	235105	179542
2835	235183	179455
2836	235275	179380
2837	235354	179293
2838	235444	179216
2839	235536	179140
2840	235614	179053
2841	235699	178972
2842	235789	178894
2843	235870	178810
2844	235963	178734
2845	236045	178651
2846	236127	178567
2847	236218	178490
2848	236298	178405
2849	236382	178323
2850	236463	178239
2851	236555	178163
2852	236637	178079
2853	236718	177994
2854	236808	177917
2855	236904	177844
2856	236996	177768
2857	237087	177691
2858	237169	177607
2859	237247	177520
2860	237347	177450
2861	237438	177373
2862	237516	177286
2863	237595	177201
2864	237693	177129
2865	237784	177052
2866	237876	176976
2867	237966	176898
2868	238045	176812
2869	238125	176727
2870	238206	176642
2871	238306	176572
2872	238399	176496
2873	238478	176411
2874	238551	176320
2875	238631	176235
2876	238712	176151
2877	238790	176064
2878	238881	175987
2879	238974	175911
2880	239066	175835
2881	239145	175749
2882	239232	175669
2883	239313	175585
2884	239394	175500
2885	239474	175415
2886	239567	175339
2887	239659	175263
2888	239742	175180
2889	239822	175095
2890	239918	175021
2891	239998	174936
2892	240080	174853
2893	240160	174767
2894	240240	174682
2895	240322	174598
2896	240401	174513
2897	240478	174425
2898	240555	174338
2899	240635	174253
2900	240730	174178
2901	240817	174098
2902	240909	174022
2903	240990	173937
2904	241068	173851
2905	241148	173766
2906	241241	173690
2907	241332	173613
2908	241424	173536
2909	241503	173451
2910	241595	173374
2911	241692	173301
2912	241762	173209
2913	241854	173132
2914	241949	173057
2915	242042	172982
2916	242123	172897
2917	242203	172812
2918	242274	172721
2919	242370	172647
2920	242451	172563
2921	242531	172478
2922	242621	172399
2923	242715	172324
2924	242797	172241
2925	242866	172148
2926	242947	172063
2927	243028	171979
2928	243108	171894
2929	243201	171817
2930	243292	171740
2931	243372	171655
2932	243452	171570
2933	243533	171486
2934	243629	171411
2935	243725	171338
2936	243806	171253
2937	243883	171166
2938	243962	171080
2939	244050	171001
2940	244127	170914
2941	244207	170829
2942	244287	170743
2943	244366	170658
2944	244462	170584
2945	244541	170498
2946	244636	170423
2947	244716	170338
2948	244796	170253
2949	244878	170170
2950	244958	170084
2951	245036	169998
2952	245124	169918
2953	245205	169834
2954	245295	169755
2955	245376	169671
2956	245468	169594
2957	245537	169501
2958	245615	169416
2959	245695	169330
2960	245775	169245
2961	245853	169159
2962	245930	169072
2963	246025	168997
2964	246112	168917
2965	246189	168830
2966	246281	168752
2967	246360	168667
2968	246455	168592
2969	246533	168505
2970	246628	168430
2971	246708	168345
2972	246799	168268
2973	246876	168181
2974	246956	168096
2975	247034	168010
2976	247102	167916
2977	247177	167828
2978	247268	167750
2979	247364	167676
2980	247445	167592
2981	247525	167506
2982	247615	167429
2983	247711	167354
2984	247801	167276
2985	247883	167192
2986	247975	167115
2987	248056	167031
2988	248136	166946
2989	248225	166867
2990	248304	166781
2991	248381	166694
2992	248477	166620
2993	248554	166533
2994	248646	166455
2995	248726	166370
2996	248804	166284
2997	248887	166201
2998	248971	166119
2999	249052	166034
3000	249130	165948
3001	249221	165870
3002	249300	165785
3003	249380	165700
3004	249453	165610
3005	249532	165525
3006	249611	165439
3007	249680	165346
3008	249776	165272
3009	249848	165182
3010	249929	165097
3011	250010	165013
3012	250102	164936
3013	250193	164858
3014	250287	164783
3015	250364	164696
3016	250443	164610
3017	250523	164525
3018	250602	164439
3019	250682	164354
3020	250775	164278
3021	250871	164203
3022	250948	164116
3023	251029	164032
3024	251121	163955
3025	251201	163870
3026	251281	163785
3027	251362	163701
3028	251448	163619
3029	251527	163534
3030	251619	163457
3031	251713	163381
3032	251803	163303
3033	251881	163216
3034	251960	163130
3035	252063	163061
3036	252159	162986
3037	252238	162900
3038	252318	162815
3039	252404	162734
3040	252482	162647
3041	252558	162560
3042	252638	162475
3043	252733	162400
3044	252813	162315
3045	252894	162231
3046	252971	162144
3047	253065	162068
3048	253155	161989
3049	253234	161903
3050	253310	161816
3051	253405	161741
3052	253472	161647
3053	253551	161562
3054	253647	161487
3055	253728	161402
3056	253805	161316
3057	253897	161238
3058	253977	161154
3059	254046	161061
3060	254136	160983
3061	254232	160908
3062	254310	160822
3063	254388	160736
3064	254482	160660
3065	254572	160581
3066	254649	160494
3067	254744	160419
3068	254822	160332
3069	254898	160245
3070	254976	160159
3071	255055	160073
3072	255133	159987
3073	255218	159905
3074	255309	159827
3075	255400	159749
3076	255477	159663
3077	255555	159576
3078	255638	159493
3079	255717	159408
3080	255811	159331
3081	255898	159251
3082	255976	159165
3083	256055	159079
3084	256135	158995
3085	256215	158910
3086	256310	158834
3087	256388	158748
3088	256464	158661
3089	256553	158581
3090	256634	158497
3091	256714	158412
3092	256791	158325
3093	256868	158239
3094	256963	158163
3095	257054	158085
3096	257143	158006
3097	257233	157927
3098	257310	157840
3099	257403	157763
3100	257481	157677
3101	257562	157592
3102	257645	157509
3103	257739	157433
3104	257816	157346
3105	257910	157270
3106	257988	157184
3107	258068	157099
3108	258148	157014
3109	258225	156928
3110	258304	156842
3111	258384	156757
3112	258478	156681
3113	258556	156595
3114	258658	156523
3115	258747	156444
3116	258823	156356
3117	258903	156272
3118	258984	156187
3119	259064	156103
3120	259153	156023
3121	259231	155937
3122	259325	155860
3123	259405	155776
3124	259489	155693
3125	259591	155622
3126	259685	155545
3127	259762	155459
3128	259834	155369
3129	259902	155277
3130	259982	155192
3131	260048	155099
3132	260134	155018
3133	260202	154925
3134	260293	154847
3135	260370	154761
3136	260446	154674
3137	260537	154595
3138	260616	154510
3139	260694	154424
3140	260776	154340
3141	260850	154251
3142	260941	154173
3143	261025	154091
3144	261106	154006
3145	261183	153920
3146	261260	153833
3147	261351	153755
3148	261448	153680
3149	261527	153595
3150	261601	153507
3151	261679	153421
3152	261746	153328
3153	261824	153243
3154	261900	153155
3155	261968	153063
3156	262046	152978
3157	262125	152892
3158	262219	152816
3159	262304	152734
3160	262385	152650
3161	262476	152571
3162	262559	152488
3163	262651	152410
3164	262727	152324
3165	262822	152247
3166	262916	152171
3167	262984	152079
3168	263075	152000
3169	263166	151922
3170	263256	151843
3171	263350	151766
3172	263428	151680
3173	263519	151602
3174	263597	151516
3175	263676	151431
3176	263767	151352
3177	263861	151276
3178	263939	151190
3179	264019	151105
3180	264099	151020
3181	264178	150935
3182	264255	150848
3183	264344	150769
3184	264422	150683
3185	264501	150597
3186	264578	150511
3187	264668	150432
3188	264750	150348
3189	264841	150270
3190	264918	150184
3191	264996	150098
3192	265083	150017
3193	265177	149940
3194	265249	149851
3195	265325	149764
3196	265403	149678
3197	265481	149592
3198	265579	149518
3199	265656	149431
3200	265724	149340
3201	265821	149264
3202	265914	149187
3203	265993	149102
3204	266084	149023
3205	266163	148938
3206	266241	148852
3207	266318	148766
3208	266412	148689
3209	266506	148612
3210	266586	148527
3211	266680	148451
3212	266746	148358
3213	266824	148272
3214	266902	148187
3215	266984	148103
3216	267056	148014
3217	267149	147936
3218	267226	147850
