iter	Logloss
112	0.6448596682
113	0.6444832103
114	0.6441107358
115	0.6437425511
116	0.6433662158
117	0.6429975409
118	0.6426267823
119	0.6422560237
120	0.6418985634
121	0.6415268243
122	0.6411594975
123	0.6407942544
124	0.6404289499
125	0.6400670773
126	0.6397133552
127	0.6393551595
128	0.6389899163
129	0.6386286565
130	0.6382644552
131	0.6379069949
132	0.6375501474
133	0.6371898681
134	0.636831795
135	0.6364806468
136	0.6361254539
137	0.6357665841
138	0.635414578
139	0.6350608559
140	0.6347071338
141	0.6343616236
142	0.6340121913
143	0.6336587756
144	0.6333105077
145	0.6329713708
146	0.6326253703
147	0.6322792473
148	0.6319342886
149	0.6315846112
150	0.6312441261
151	0.6308986159
152	0.6305600918
153	0.6302117626
154	0.6298714001
155	0.6295360015
156	0.6291982741
157	0.6288656944
158	0.6285233096
159	0.6281847243
160	0.62784571
161	0.6275093309
162	0.6271727679
163	0.6268397592
164	0.6265031962
165	0.6261799928
166	0.6258435524
167	0.6255065604
168	0.6251747774
169	0.6248418301
170	0.6245170333
171	0.624185618
172	0.6238575733
173	0.6235396402
174	0.6232185203
175	0.6228982585
176	0.6225771999
177	0.6222530772
178	0.6219302415
179	0.6216090604
180	0.6212900854
181	0.6209718459
182	0.6206480296
183	0.6203216395
184	0.6199996004
185	0.6196780516
186	0.6193546031
187	0.6190465977
188	0.6187308707
189	0.6184144083
190	0.6181008875
191	0.6177903083
192	0.6174707818
193	0.6171701303
194	0.6168600413
195	0.616549033
196	0.6162383312
197	0.6159312451
198	0.6156325546
199	0.6153231397
200	0.6150164825
201	0.6147085997
202	0.614400962
203	0.6140913632
204	0.613785135
205	0.6134801938
206	0.6131743945
207	0.6128663279
208	0.6125621833
209	0.612260061
210	0.6119578774
211	0.6116574098
212	0.6113574324
213	0.6110630929
214	0.6107642799
215	0.6104700631
216	0.6101824647
217	0.6098840194
218	0.6095966661
219	0.6093037975
220	0.6090076196
221	0.6087122997
222	0.6084243336
223	0.6081412702
224	0.6078501787
225	0.6075571875
226	0.6072831326
227	0.6069972501
228	0.6067066489
229	0.606427385
230	0.6061422992
231	0.6058627902
232	0.6055734759
233	0.6052884514
234	0.6050014046
235	0.6047152157
236	0.604434481
237	0.6041539914
238	0.6038753403
239	0.6035889063
240	0.6032997146
241	0.603020083
242	0.6027422285
243	0.6024728311
244	0.6022001243
245	0.6019181027
246	0.6016461926
247	0.6013740987
248	0.6010955089
249	0.6008265404
250	0.6005590427
251	0.6002810044
252	0.6000111166
253	0.5997478474
254	0.5994737312
255	0.599197899
256	0.5989215154
257	0.5986489312
258	0.5983767147
259	0.5981073785
260	0.5978448447
261	0.5975729346
262	0.5973099105
263	0.5970474993
264	0.5967820239
265	0.5965250054
266	0.5962616749
267	0.5959912356
268	0.5957237379
269	0.595466842
270	0.5952033277
271	0.5949447159
272	0.5946880652
273	0.5944338045
274	0.594166797
275	0.593917255
276	0.5936551501
277	0.5933932291
278	0.5931426454
279	0.5928804792
280	0.5926192323
281	0.5923714062
282	0.592120945
283	0.5918649071
284	0.5916154877
285	0.5913563857
286	0.5911051278
287	0.5908519088
288	0.5906015089
289	0.5903467579
290	0.5900981352
291	0.5898440583
292	0.5895992964
293	0.5893531249
294	0.5891078114
295	0.5888537959
296	0.588608176
297	0.5883703389
298	0.58812429
299	0.5878724806
300	0.5876205486
301	0.5873733354
302	0.5871247739
303	0.5868870595
304	0.5866383754
305	0.586398271
306	0.5861508739
307	0.5859056217
308	0.5856620854
309	0.5854169557
310	0.5851772189
311	0.5849401173
312	0.5847038736
313	0.584467446
314	0.5842241549
315	0.5839820281
316	0.5837564475
317	0.5835186105
318	0.583284144
319	0.58304502
320	0.5828107374
321	0.5825738196
322	0.5823412528
323	0.582110831
324	0.5818758129
325	0.5816369341
326	0.5814081668
327	0.5811715555
328	0.5809337184
329	0.5807099151
330	0.5804717103
331	0.5802465587
332	0.5800131953
333	0.5797792804
334	0.5795425464
335	0.5793233392
336	0.579100639
337	0.5788734651
338	0.5786593443
339	0.5784362151
340	0.5782206235
341	0.5779999456
342	0.5777801256
343	0.5775587735
344	0.5773356443
345	0.5771136794
346	0.5768854637
347	0.5766661339
348	0.5764570996
349	0.5762325609
350	0.5760177047
351	0.5757937175
352	0.575578984
353	0.5753619829
354	0.5751436337
355	0.5749224042
356	0.5746992137
357	0.5744884635
358	0.574279184
359	0.5740703949
360	0.5738629539
361	0.5736477914
362	0.5734293808
363	0.5732187532
364	0.5730081256
365	0.5727929017
366	0.5725815387
367	0.5723692564
368	0.5721621832
369	0.5719556614
370	0.5717381089
371	0.5715227012
372	0.5713164246
373	0.571111435
374	0.5709114704
375	0.5707081354
376	0.5705010009
377	0.5702953984
378	0.5700927987
379	0.5698878091
380	0.569685761
381	0.5694893508
382	0.5692849127
383	0.569086419
384	0.568879407
385	0.5686763171
386	0.5684739626
387	0.5682667055
388	0.5680669861
389	0.5678591774
390	0.5676591516
391	0.5674654992
392	0.567272766
393	0.567069431
394	0.566870018
395	0.5666672958
396	0.5664623062
397	0.5662541911
398	0.5660568617
399	0.5658600226
400	0.565663061
401	0.5654679991
402	0.5652744079
403	0.5650817973
404	0.5648794428
405	0.5646793557
406	0.5644879708
407	0.5642903963
408	0.5640975405
409	0.5638967793
410	0.5637065587
411	0.5635096584
412	0.5633152705
413	0.5631286656
414	0.5629318265
415	0.562749879
416	0.5625582489
417	0.562363616
418	0.5621775626
419	0.5619881999
420	0.561806375
421	0.5616121711
422	0.5614320008
423	0.56124607
424	0.5610653481
425	0.5608767822
426	0.5606917706
427	0.5604993438
428	0.5603141483
429	0.5601314042
430	0.5599387323
431	0.5597495535
432	0.5595639291
433	0.5593869455
434	0.5592018726
435	0.5590225603
436	0.558833933
437	0.5586500858
438	0.5584724893
439	0.558291216
440	0.5581123939
441	0.5579311205
442	0.5577514405
443	0.5575740892
444	0.5573908548
445	0.5572115425
446	0.5570355394
447	0.556849486
448	0.5566751375
449	0.5564999924
450	0.556325215
451	0.5561541145
452	0.5559803788
453	0.5558035178
454	0.5556262891
455	0.5554501634
456	0.5552674193
457	0.5550833882
458	0.5549075077
459	0.5547344462
460	0.5545682483
461	0.5543934095
462	0.5542270891
463	0.5540546404
464	0.5538813337
465	0.5537110299
466	0.5535382748
467	0.5533605558
468	0.5531896392
469	0.5530143102
470	0.5528416776
471	0.5526676969
472	0.5524956159
473	0.5523216351
474	0.5521561113
475	0.5519904037
476	0.5518201611
477	0.5516508991
478	0.5514742219
479	0.5513026925
480	0.5511381492
481	0.5509682131
482	0.5508079596
483	0.5506379621
484	0.5504742155
485	0.5502999897
486	0.5501274797
487	0.5499561953
488	0.5497836853
489	0.5496193259
490	0.5494506767
491	0.5492906071
492	0.5491248382
493	0.5489595595
494	0.548789317
495	0.548629615
496	0.5484744479
497	0.5483136429
498	0.5481590886
499	0.54799381
500	0.5478356401
501	0.5476772863
502	0.54751881
503	0.5473548796
504	0.5471968322
505	0.5470343113
506	0.5468685424
507	0.5467072471
508	0.5465512833
509	0.5463963001
510	0.5462398461
511	0.5460816149
512	0.5459193391
513	0.5457642333
514	0.5456144591
515	0.5454545733
516	0.5452966485
517	0.545140072
518	0.5449864983
519	0.544834763
520	0.5446866434
521	0.5445358887
522	0.5443882594
523	0.5442333987
524	0.5440797637
525	0.5439211648
526	0.5437721873
527	0.5436259675
528	0.5434744161
529	0.5433181459
530	0.5431646948
531	0.5430172493
532	0.5428634304
533	0.542707957
534	0.542552606
535	0.5423980518
536	0.542245336
537	0.5421030996
538	0.5419468907
539	0.541803735
540	0.5416499774
541	0.5414955457
542	0.5413537995
543	0.541204393
544	0.5410554768
545	0.5409126275
546	0.5407625468
547	0.5406151014
548	0.5404712715
549	0.5403178817
550	0.540171049
551	0.5400233584
552	0.5398748098
553	0.5397262
554	0.539575384
555	0.5394359052
556	0.5392959975
557	0.5391554769
558	0.5390107891
559	0.538862976
560	0.5387182882
561	0.5385766033
562	0.5384342442
563	0.5382981973
564	0.538157309
565	0.5380166659
566	0.5378697107
567	0.5377333573
568	0.5375895888
569	0.5374501713
570	0.5373044417
571	0.5371709073
572	0.5370300803
573	0.5368951365
574	0.5367568221
575	0.5366106022
576	0.5364690399
577	0.5363280291
578	0.5361906339
579	0.5360487651
580	0.5359123505
581	0.5357752004
582	0.5356351088
583	0.5354962429
584	0.535364976
585	0.5352316867
586	0.5350948431
587	0.5349606346
588	0.5348229943
589	0.5346953431
590	0.5345596638
591	0.5344255166
592	0.5342953528
593	0.5341613894
594	0.5340295097
595	0.5339000812
596	0.533772859
597	0.5336374861
598	0.5334991717
599	0.5333736653
600	0.5332369443
601	0.533112541
602	0.5329798646
603	0.5328536841
604	0.5327176371
605	0.5325783422
606	0.5324521004
607	0.5323181371
608	0.5321868702
609	0.5320582997
610	0.5319256845
611	0.5317965012
612	0.5316618638
613	0.5315328643
614	0.5314006781
615	0.5312660407
616	0.5311321999
617	0.531004855
618	0.5308767748
619	0.5307506556
620	0.530629868
621	0.5304981108
622	0.5303782424
623	0.5302509588
624	0.5301215304
625	0.5299900796
626	0.5298629799
627	0.5297377799
628	0.5296157054
629	0.5294912408
630	0.5293604641
631	0.5292339772
632	0.5291103093
633	0.5289862737
634	0.5288653022
635	0.5287402248
636	0.5286165569
637	0.5284966273
638	0.5283706919
639	0.5282446953
640	0.5281153894
641	0.5279914764
642	0.5278674408
643	0.527743589
644	0.5276209629
645	0.5274983981
646	0.5273739335
647	0.5272604385
648	0.5271349934
649	0.5270099773
650	0.526892315
651	0.5267709759
652	0.5266503721
653	0.5265270106
654	0.526413393
655	0.5262918087
656	0.5261677731
657	0.5260445342
658	0.525924053
659	0.5258019784
660	0.5256845613
661	0.5255637124
662	0.525440596
663	0.5253247723
664	0.5252096839
665	0.5250917153
666	0.5249778525
667	0.5248639285
668	0.5247450407
669	0.5246225984
670	0.5245028526
671	0.5243840873
672	0.5242678958
673	0.5241554426
674	0.5240347162
675	0.5239199343
676	0.5238042331
677	0.5236893286
678	0.5235712374
679	0.5234557813
680	0.5233385481
681	0.5232233984
682	0.5231080649
683	0.5229919347
684	0.5228748241
685	0.5227590003
686	0.522642196
687	0.5225269238
688	0.5224162478
689	0.5223028753
690	0.5221945893
691	0.5220833617
692	0.5219763014
693	0.5218623774
694	0.5217486985
695	0.521635755
696	0.5215245274
697	0.5214153835
698	0.5213118775
699	0.5211991791
700	0.521090219
701	0.5209797881
702	0.5208700926
703	0.5207606422
704	0.5206544398
705	0.5205434573
706	0.5204402577
707	0.5203347294
708	0.5202245437
709	0.5201142966
710	0.5200032529
711	0.5198991341
712	0.5197931155
713	0.5196818266
714	0.519571886
715	0.5194593715
716	0.5193581942
717	0.5192497856
718	0.5191424801
719	0.5190345005
720	0.5189337522
721	0.5188271821
722	0.5187228182
723	0.5186180865
724	0.518511639
725	0.5184107682
726	0.5183057914
727	0.5182016113
728	0.5181019661
729	0.5179933124
730	0.5178891323
731	0.5177817042
732	0.517672499
733	0.517573773
734	0.5174692865
735	0.5173676802
736	0.517262826
737	0.5171618326
738	0.5170601651
739	0.516955556
740	0.5168540724
741	0.5167505664
742	0.5166464476
743	0.5165388356
744	0.5164426835
745	0.5163422417
746	0.5162397162
747	0.5161379874
748	0.5160356458
749	0.5159385132
750	0.5158394195
751	0.5157395904
752	0.5156392099
753	0.5155356426
754	0.5154433513
755	0.5153422966
756	0.5152438157
757	0.5151425772
758	0.5150397453
759	0.5149397937
760	0.5148463993
761	0.5147513503
762	0.5146582623
763	0.5145627843
764	0.5144684094
765	0.5143729314
766	0.5142738378
767	0.5141752956
768	0.514080982
769	0.5139843396
770	0.5138883101
771	0.5137938433
772	0.5136967107
773	0.5136003134
774	0.5135100751
775	0.5134182127
776	0.5133221526
777	0.5132230895
778	0.5131277341
779	0.5130346461
780	0.512938923
781	0.5128493894
782	0.5127597639
783	0.51266257
784	0.5125662953
785	0.5124720123
786	0.5123734089
787	0.5122800145
788	0.512190052
789	0.5120957996
790	0.5120036002
791	0.511913607
792	0.5118231235
793	0.5117298517
794	0.5116365186
795	0.5115464641
796	0.5114589222
797	0.5113670292
798	0.5112760554
799	0.5111848059
800	0.5110954868
801	0.5110073321
802	0.5109185645
803	0.5108249863
804	0.5107392215
805	0.5106461335
806	0.510556079
807	0.5104620105
808	0.5103748976
809	0.5102872331
810	0.5101984349
811	0.5101110462
812	0.5100237187
813	0.5099301405
814	0.5098443758
815	0.5097565581
816	0.5096721722
817	0.5095848754
818	0.5094945758
819	0.5094017942
820	0.5093153554
821	0.5092208272
822	0.5091339594
823	0.5090455289
824	0.5089580483
825	0.5088688517
826	0.508780697
827	0.5086973223
828	0.508603744
829	0.5085165391
830	0.508430039
831	0.5083409957
832	0.5082545568
833	0.508172561
834	0.508086306
835	0.5079975384
836	0.5079118962
837	0.5078310035
838	0.5077422052
839	0.5076569614
840	0.5075770491
841	0.5074948694
842	0.5074108513
843	0.5073289473
844	0.5072489125
845	0.5071643121
846	0.5070783023
847	0.5069944986
848	0.5069130236
849	0.5068280862
850	0.5067478675
851	0.5066655039
852	0.506584366
853	0.5064978965
854	0.5064155943
855	0.5063271944
856	0.5062445551
857	0.5061649186
858	0.5060836887
859	0.5060044199
860	0.5059235884
861	0.5058436149
862	0.5057622012
863	0.505676988
864	0.5055987304
865	0.5055137623
866	0.5054330534
867	0.5053553166
868	0.5052711146
869	0.5051908959
870	0.505110616
871	0.5050330937
872	0.5049545297
873	0.5048766091
874	0.5047955325
875	0.5047150993
876	0.5046399058
877	0.5045623835
878	0.5044840953
879	0.504408963
880	0.5043299087
881	0.504254133
882	0.5041809312
883	0.5040988127
884	0.504023466
885	0.5039499884
886	0.5038756222
887	0.5037935957
888	0.503718249
889	0.5036451697
890	0.5035714776
891	0.5034938941
892	0.5034176281
893	0.5033425878
894	0.5032655252
895	0.5031921701
896	0.5031115531
897	0.5030417524
898	0.5029691634
899	0.5028932958
900	0.5028179184
901	0.5027342067
902	0.5026618934
903	0.5025889061
904	0.5025171444
905	0.5024425637
906	0.502365593
907	0.5022907978
908	0.5022202311
909	0.5021445167
910	0.5020696296
911	0.5019902076
912	0.5019161171
913	0.5018420267
914	0.5017689781
915	0.5016950408
916	0.5016229727
917	0.501551211
918	0.5014807056
919	0.501406462
920	0.5013330456
921	0.5012603953
922	0.5011876225
923	0.5011166268
924	0.5010404221
925	0.5009717858
926	0.5009010046
927	0.5008295187
928	0.5007620468
929	0.5006895497
930	0.5006158576
931	0.5005447087
932	0.5004772674
933	0.5004073442
934	0.5003365017
935	0.5002603583
936	0.5001898223
937	0.5001209102
938	0.5000504354
939	0.499980696
940	0.49991255
941	0.4998444959
942	0.4997748178
943	0.4997058444
944	0.4996363808
945	0.4995685718
946	0.4995024788
947	0.4994377645
948	0.4993698943
949	0.4993010128
950	0.4992340924
951	0.4991668043
952	0.4990970343
953	0.4990309412
954	0.4989645111
955	0.4988978052
956	0.4988287399
957	0.4987571008
958	0.4986920802
959	0.4986240567
960	0.4985587296
961	0.4984912577
962	0.4984197718
963	0.4983538625
964	0.4982867277
965	0.4982187042
966	0.4981548479
967	0.4980878356
968	0.4980241019
969	0.4979595102
970	0.4978933252
971	0.4978182236
972	0.497752437
973	0.4976909707
974	0.4976205266
975	0.4975538513
976	0.4974865326
977	0.4974196428
978	0.4973496277
979	0.4972873341
980	0.497225255
981	0.4971588249
982	0.4970931914
983	0.4970292126
984	0.4969647129
985	0.4968982214
986	0.4968362649
987	0.4967752889
988	0.4967105747
989	0.4966486182
990	0.4965845168
991	0.4965183318
992	0.496453495
993	0.4963878615
994	0.4963242197
995	0.4962599958
996	0.4961968443
997	0.4961342136
998	0.4960733602
999	0.4960128132
1000	0.495953216
1001	0.4958932205
1002	0.4958305899
1003	0.495768664
1004	0.4957060334
1005	0.4956421465
1006	0.4955779532
1007	0.4955156596
1008	0.4954538869
1009	0.4953942592
1010	0.4953303416
1011	0.4952648001
1012	0.4952014034
1013	0.4951388341
1014	0.4950753149
1015	0.4950127762
1016	0.4949523211
1017	0.494891008
1018	0.4948322382
1019	0.4947743569
1020	0.494714055
1021	0.4946567254
1022	0.4945939415
1023	0.4945302997
1024	0.494470672
1025	0.4944114731
1026	0.49435111
1027	0.4942865183
1028	0.4942304143
1029	0.4941619925
1030	0.49409593
1031	0.4940381101
1032	0.4939806884
1033	0.4939240635
1034	0.4938647728
1035	0.4938058497
1036	0.4937490716
1037	0.4936830398
1038	0.4936227379
1039	0.4935600766
1040	0.4935054433
1041	0.4934470412
1042	0.493381132
1043	0.4933260391
1044	0.4932652469
1045	0.4932120845
1046	0.4931575737
1047	0.4930996925
1048	0.4930392987
1049	0.4929830108
1050	0.4929292661
1051	0.4928718751
1052	0.4928124312
1053	0.4927582576
1054	0.4926992732
1055	0.4926423725
1056	0.492588444
1057	0.492533535
1058	0.4924753167
1059	0.4924141262
1060	0.4923549887
1061	0.4922959431
1062	0.4922379086
1063	0.4921744813
1064	0.492112678
1065	0.4920571561
1066	0.492003963
1067	0.4919465108
1068	0.4918863927
1069	0.4918276229
1070	0.4917660953
1071	0.4917094397
1072	0.4916531519
1073	0.4915950561
1074	0.4915399632
1075	0.4914846865
1076	0.4914275407
1077	0.491374133
1078	0.491318458
1079	0.4912625991
1080	0.4912038599
1081	0.4911493798
1082	0.4910923872
1083	0.4910357316
1084	0.4909807612
1085	0.4909258522
1086	0.4908704223
1087	0.4908190982
1088	0.4907656906
1089	0.4907066144
1090	0.4906519505
1091	0.4905946821
1092	0.4905320821
1093	0.490475978
1094	0.4904233364
1095	0.4903702965
1096	0.4903122621
1097	0.4902598656
1098	0.4902019844
1099	0.4901452062
1100	0.4900909713
1101	0.4900344689
1102	0.4899810919
1103	0.4899290632
1104	0.4898748589
1105	0.4898219721
1106	0.4897685032
1107	0.4897161681
1108	0.4896630362
1109	0.4896136732
1110	0.489558611
1111	0.4895070112
1112	0.4894552276
1113	0.4894022796
1114	0.4893500976
1115	0.4892949434
1116	0.489239636
1117	0.4891922035
1118	0.4891398989
1119	0.4890841319
1120	0.4890347077
1121	0.4889824031
1122	0.4889319983
1123	0.4888836159
1124	0.4888340078
1125	0.4887757282
1126	0.4887212481
1127	0.4886730495
1128	0.4886212352
1129	0.4885671535
1130	0.4885117542
1131	0.4884621155
1132	0.488408524
1133	0.4883604479
1134	0.4883128928
1135	0.4882654908
1136	0.4882145345
1137	0.4881570516
1138	0.4881082402
1139	0.4880593675
1140	0.4880092997
1141	0.4879530425
1142	0.4878956209
1143	0.4878460127
1144	0.4877994688
1145	0.4877485737
1146	0.4876956564
1147	0.4876514411
1148	0.4876026909
1149	0.4875537876
1150	0.4875033215
1151	0.4874536828
1152	0.4874001832
1153	0.487349043
1154	0.4873063292
1155	0.4872573952
1156	0.4872128429
1157	0.4871640314
1158	0.4871187744
1159	0.487069442
1160	0.4870223465
1161	0.4869759557
1162	0.4869281248
1163	0.4868771685
1164	0.486828786
1165	0.486779515
1166	0.4867322969
1167	0.4866809728
1168	0.4866379219
1169	0.4865906732
1170	0.4865420456
1171	0.4864960838
1172	0.4864496011
1173	0.4863984916
1174	0.4863505687
1175	0.4863050972
1176	0.4862555197
1177	0.4862060648
1178	0.4861520444
1179	0.4861114448
1180	0.4860632768
1181	0.4860211758
1182	0.4859773282
1183	0.4859306616
1184	0.4858904604
1185	0.4858469805
1186	0.4857965757
1187	0.4857520234
1188	0.4857047747
1189	0.4856594563
1190	0.4856166812
1191	0.4855675327
1192	0.4855220918
1193	0.4854740771
1194	0.4854282072
1195	0.485382705
1196	0.4853381833
1197	0.4852873495
1198	0.4852469644
1199	0.4852059052
1200	0.4851604337
1201	0.4851147783
1202	0.4850684181
1203	0.485024111
1204	0.4849750237
1205	0.4849330759
1206	0.4848846322
1207	0.4848394364
1208	0.4847994803
1209	0.4847530282
1210	0.4847053811
1211	0.4846575809
1212	0.4846067165
1213	0.4845622561
1214	0.4845183166
1215	0.4844730902
1216	0.4844254431
1217	0.4843795426
1218	0.4843358788
1219	0.4842924603
1220	0.4842454873
1221	0.4842000157
1222	0.4841528589
1223	0.4841117078
1224	0.4840692391
1225	0.4840311214
1226	0.4839873351
1227	0.4839410669
1228	0.4838955954
1229	0.4838529734
1230	0.4838135689
1231	0.4837712534
1232	0.4837252303
1233	0.4836806473
1234	0.4836380254
1235	0.4835997545
1236	0.4835561215
1237	0.4835124577
1238	0.4834733902
1239	0.4834301555
1240	0.4833856644
1241	0.4833422765
1242	0.4832939859
1243	0.4832519156
1244	0.4832101822
1245	0.4831652622
1246	0.4831176458
1247	0.4830758206
1248	0.4830336276
1249	0.4829907912
1250	0.4829514479
1251	0.4829085502
1252	0.4828693295
1253	0.4828281477
1254	0.4827886818
1255	0.482745539
1256	0.4826985354
1257	0.4826510415
1258	0.4826107483
1259	0.4825659815
1260	0.4825221953
1261	0.4824857016
1262	0.4824406284
1263	0.4823960454
1264	0.4823536993
1265	0.4823126707
1266	0.4822716728
1267	0.482234934
1268	0.4821920363
1269	0.4821488935
1270	0.4821029929
1271	0.4820612596
1272	0.4820244595
1273	0.4819813474
1274	0.4819405026
1275	0.481897942
1276	0.4818571279
1277	0.4818132191
1278	0.4817720986
1279	0.4817342567
1280	0.481690501
1281	0.481654375
1282	0.4816156446
1283	0.4815772205
1284	0.481538919
1285	0.4814997595
1286	0.4814572602
1287	0.4814178249
1288	0.4813814845
1289	0.4813367177
1290	0.4812937587
1291	0.4812599921
1292	0.4812210165
1293	0.4811828069
1294	0.4811434023
1295	0.4811081036
1296	0.4810656349
1297	0.4810212358
1298	0.4809844051
1299	0.4809469615
1300	0.4809086907
1301	0.4808696538
1302	0.4808317506
1303	0.4807907527
1304	0.4807504289
1305	0.4807136288
1306	0.4806751741
1307	0.4806322764
1308	0.4805923815
1309	0.4805511691
1310	0.4805132046
1311	0.4804759449
1312	0.4804342423
1313	0.4803913139
1314	0.4803497645
1315	0.4803069281
1316	0.4802751225
1317	0.4802405898
1318	0.4802026254
1319	0.480165764
1320	0.4801312007
1321	0.4800947377
1322	0.4800560991
1323	0.4800221487
1324	0.4799858389
1325	0.4799453312
1326	0.4799037204
1327	0.4798658479
1328	0.4798286495
1329	0.4797892142
1330	0.4797480631
1331	0.47971733
1332	0.4796748919
1333	0.479632607
1334	0.4795999742
1335	0.4795638482
1336	0.4795250258
1337	0.4794856825
1338	0.4794476874
1339	0.4794113775
1340	0.4793728616
1341	0.4793378693
1342	0.479305696
1343	0.4792723278
1344	0.4792388063
1345	0.4792043043
1346	0.47916778
1347	0.4791353922
1348	0.4790991437
1349	0.4790592182
1350	0.4790184041
1351	0.4789791527
1352	0.478943946
1353	0.4789072991
1354	0.4788747275
1355	0.4788388773
1356	0.4788027819
1357	0.4787628258
1358	0.4787306525
1359	0.4786950781
1360	0.4786603003
1361	0.47862062
1362	0.4785803268
1363	0.4785410141
1364	0.4785091166
1365	0.4784729294
1366	0.4784396224
1367	0.4784064379
1368	0.4783661141
1369	0.4783325926
1370	0.4782969569
1371	0.4782591763
1372	0.4782211506
1373	0.4781896821
1374	0.4781529126
1375	0.4781172462
1376	0.4780800172
1377	0.4780475988
1378	0.4780134338
1379	0.4779755613
1380	0.4779426527
1381	0.4779049946
1382	0.4778710135
1383	0.4778382274
1384	0.4778028981
1385	0.477763279
1386	0.4777262338
1387	0.4776914561
1388	0.4776500904
1389	0.4776181623
1390	0.4775794931
1391	0.4775468602
1392	0.4775115615
1393	0.477477703
1394	0.477441577
1395	0.4774096795
1396	0.477377016
1397	0.4773407675
1398	0.4773008113
1399	0.477265053
1400	0.4772265677
1401	0.4771917286
1402	0.4771534884
1403	0.4771167496
1404	0.477079827
1405	0.477049247
1406	0.4770118648
1407	0.4769744825
1408	0.4769424624
1409	0.4769098602
1410	0.4768775644
1411	0.4768414384
1412	0.4768113487
1413	0.4767801866
1414	0.4767430495
1415	0.4767135726
1416	0.4766761597
1417	0.4766391758
1418	0.4766069106
1419	0.4765699267
1420	0.4765411852
1421	0.476505764
1422	0.4764719361
1423	0.4764411417
1424	0.4764101328
1425	0.4763787255
1426	0.476342048
1427	0.4763071477
1428	0.476271849
1429	0.4762357537
1430	0.4762022322
1431	0.476171928
1432	0.4761425738
1433	0.4761092974
1434	0.4760799431
1435	0.4760446445
1436	0.4760064043
1437	0.475979011
1438	0.4759477263
1439	0.4759131631
1440	0.4758790288
1441	0.4758456605
1442	0.4758126906
1443	0.475784041
1444	0.4757486198
1445	0.4757137195
1446	0.4756834153
1447	0.4756527435
1448	0.4756206315
1449	0.4755942494
1450	0.4755606973
1451	0.4755242955
1452	0.4754963508
1453	0.4754616343
1454	0.4754310543
1455	0.4754025274
1456	0.475371733
1457	0.475342011
1458	0.4753136985
1459	0.4752791659
1460	0.4752487698
1461	0.4752182205
1462	0.4751896629
1463	0.4751586234
1464	0.475130648
1465	0.4751033773
1466	0.4750738698
1467	0.4750461395
1468	0.4750127406
1469	0.4749829267
1470	0.4749492827
1471	0.4749156386
1472	0.474881106
1473	0.4748541417
1474	0.4748189656
1475	0.4747870069
1476	0.4747544659
1477	0.474718585
1478	0.4746883728
1479	0.4746550352
1480	0.4746300626
1481	0.4745983183
1482	0.4745713847
1483	0.4745395485
1484	0.4745093669
1485	0.474475202
1486	0.4744437334
1487	0.4744169837
1488	0.4743877826
1489	0.4743563754
1490	0.4743280935
1491	0.4743004552
1492	0.4742686496
1493	0.4742350975
1494	0.4742054981
1495	0.4741725588
1496	0.4741375359
1497	0.4741046885
1498	0.4740726991
1499	0.474044356
1500	0.474019414
1501	0.4739902436
1502	0.4739581623
1503	0.4739263873
1504	0.4738964815
1505	0.4738651049
1506	0.4738338509
1507	0.4738018921
1508	0.4737697188
1509	0.4737401807
1510	0.4737119908
1511	0.4736856087
1512	0.4736593492
1513	0.473627176
1514	0.4735998746
